,index,title,slide_url,paper_url,filename
48,48,BARTScore: Evaluating Generated Text as Text Generation,nips.cc/media/neurips-2021/Slides/28542.pdf,openreview.net/pdf?id=5Ya8PbvpZ9,48.pdf
49,49,Dueling Bandits with Team Comparisons,nips.cc/media/neurips-2021/Slides/27126_FUvb2vC.pdf,openreview.net/pdf?id=9PexctnBali,49.pdf
50,50,Automated Discovery of Adaptive Attacks on Adversarial Defenses,nips.cc/media/neurips-2021/Slides/28530.pdf,openreview.net/pdf?id=nWz-Si-uTzt,50.pdf
51,51,NORESQA: A Framework for Speech Quality Assessment using Non-Matching References,nips.cc/media/neurips-2021/Slides/27147.pdf,openreview.net/pdf?id=RwASmRpLp-,51.pdf
52,52,Test-Time Classifier Adjustment Module for Model-Agnostic Domain Generalization,nips.cc/media/neurips-2021/Slides/27675.pdf,openreview.net/pdf?id=e_yvNqkJKAW,52.pdf
53,53,The effectiveness of feature attribution methods and its correlation with automatic evaluation scores,nips.cc/media/neurips-2021/Slides/28492.pdf,openreview.net/pdf?id=OKPS9YdZ8Va,53.pdf
54,54,Estimating Multi-cause Treatment Effects via Single-cause Perturbation,nips.cc/media/neurips-2021/Slides/27659.pdf,openreview.net/pdf?id=oz3t1BrfNO,54.pdf
55,55,"Statistical Undecidability in Linear, Non-Gaussian Causal Models in the Presence of Latent Confounders",nips.cc/media/neurips-2021/Slides/28491.pdf,openreview.net/pdf?id=KmPSe18DGLs,55.pdf
56,56,End-to-end Multi-modal Video Temporal Grounding,nips.cc/media/neurips-2021/Slides/27774.pdf,openreview.net/pdf?id=ybw2U70q_Vd,56.pdf
57,57,NeurWIN: Neural Whittle Index Network For Restless Bandits Via Deep RL,nips.cc/media/neurips-2021/Slides/28446.pdf,openreview.net/pdf?id=5sCVR3Lq6F,57.pdf
58,58,Conditioning Sparse Variational Gaussian Processes for Online Decision-making,nips.cc/media/neurips-2021/Slides/26863.pdf,openreview.net/pdf?id=CCvpHGFOzC3,58.pdf
59,59,Partition and Code: learning how to compress graphs,nips.cc/media/neurips-2021/Slides/26867.pdf,openreview.net/pdf?id=qL_juuU4P3Y,59.pdf
60,60,Active Offline Policy Selection,nips.cc/media/neurips-2021/Slides/26896.pdf,openreview.net/pdf?id=Zsrn9wXWN0,60.pdf
61,61,Large-Scale Wasserstein Gradient Flows,nips.cc/media/neurips-2021/Slides/27486.pdf,openreview.net/pdf?id=nlLjIuHsMHp,61.pdf
62,62,An Efficient Pessimistic-Optimistic Algorithm for Stochastic Linear Bandits with General Constraints,nips.cc/media/neurips-2021/Slides/28796.pdf,openreview.net/pdf?id=luGpyKCzOPI,62.pdf
63,63,Locality defeats the curse of dimensionality in convolutional teacher-student scenarios,nips.cc/media/neurips-2021/Slides/27703.pdf,openreview.net/pdf?id=sBBnfOFtPc,63.pdf
64,64,Interpretable agent communication from scratch (with a generic visual processor emerging on the side),nips.cc/media/neurips-2021/Slides/27988.pdf,openreview.net/pdf?id=1AvtkM4H-y7,64.pdf
65,65,Generalized Depthwise-Separable Convolutions for Adversarially Robust and Efficient Neural Networks,nips.cc/media/neurips-2021/Slides/25960.pdf,openreview.net/pdf?id=jNq-i1zd0t9,65.pdf
66,66,Neural View Synthesis and Matching for Semi-Supervised Few-Shot Learning of 3D Pose,nips.cc/media/neurips-2021/Slides/25924.pdf,openreview.net/pdf?id=JhCcUMFEq7,66.pdf
67,67,Introspective Distillation for Robust Question Answering,nips.cc/media/neurips-2021/Slides/27192.pdf,openreview.net/pdf?id=OBLl2xoDHPw,67.pdf
68,68,EvoGrad: Efficient Gradient-Based Meta-Learning and Hyperparameter Optimization,nips.cc/media/neurips-2021/Slides/26684.pdf,openreview.net/pdf?id=YT_hOa02tqO,68.pdf
69,69,Exploiting the Intrinsic Neighborhood Structure for Source-free Domain Adaptation,nips.cc/media/neurips-2021/Slides/28283.pdf,openreview.net/pdf?id=yhjpeuWepoj,69.pdf
70,70,Dynamics-regulated kinematic policy for egocentric pose estimation,nips.cc/media/neurips-2021/Slides/26575.pdf,openreview.net/pdf?id=I1GHll1Z7E,70.pdf
71,71,"A-NeRF: Articulated Neural Radiance Fields for Learning Human Shape, Appearance, and Pose",nips.cc/media/neurips-2021/Slides/26399_YieCC6D.pdf,openreview.net/pdf?id=lwwEh0OM61b,71.pdf
72,72,Formalizing Generalization and Adversarial Robustness of Neural Networks to Weight Perturbations,nips.cc/media/neurips-2021/Slides/27159.pdf,openreview.net/pdf?id=hOG8swMRmY,72.pdf
73,73,Understanding the Limits of Unsupervised Domain Adaptation via Data Poisoning,nips.cc/media/neurips-2021/Slides/28031.pdf,openreview.net/pdf?id=1TuwAYxRAC,73.pdf
74,74,Grad2Task: Improved Few-shot Text Classification Using Gradients for Task Representation,nips.cc/media/neurips-2021/Slides/26349.pdf,openreview.net/pdf?id=jScy7BjbZeQ,74.pdf
75,75,Proxy-Normalizing Activations to Match Batch Normalization while Removing Batch Dependence,nips.cc/media/neurips-2021/Slides/26318_BEoq5Wh.pdf,openreview.net/pdf?id=pzmwfDLoANS,75.pdf
76,76,Adversarial Robustness without Adversarial Training: A Teacher-Guided Curriculum Learning Approach,nips.cc/media/neurips-2021/Slides/26314.pdf,openreview.net/pdf?id=MqCzSKCQ1QB,76.pdf
77,77,Unsupervised Part Discovery from Contrastive Reconstruction,nips.cc/media/neurips-2021/Slides/26254.pdf,openreview.net/pdf?id=iHXQPrISusS,77.pdf
78,78,Finding Optimal Tangent Points for Reducing Distortions of Hard-label Attacks,nips.cc/media/neurips-2021/Slides/27350.pdf,openreview.net/pdf?id=g0wang64Zjd,78.pdf
79,79,SILG: The Multi-domain Symbolic Interactive Language Grounding Benchmark,nips.cc/media/neurips-2021/Slides/26214.pdf,openreview.net/pdf?id=ZCDObqK6ifu,79.pdf
80,80,An Infinite-Feature Extension for Bayesian ReLU Nets That Fixes Their Asymptotic Overconfidence,nips.cc/media/neurips-2021/Slides/26165.pdf,openreview.net/pdf?id=ehzq1YQrucI,80.pdf
81,81,Improving Robustness using Generated Data,nips.cc/media/neurips-2021/Slides/31622.pdf,proceedings.neurips.cc/paper/2021/file/21ca6d0cf2f25c4dbb35d8dc0b679c3f-Paper.pdf,81.pdf
82,82,Recurrent Submodular Welfare and Matroid Blocking Semi-Bandits,nips.cc/media/neurips-2021/Slides/27809.pdf,openreview.net/pdf?id=lS-ocNKV-u,82.pdf
83,83,On Success and Simplicity: A Second Look at Transferable Targeted Attacks,nips.cc/media/neurips-2021/Slides/26087.pdf,openreview.net/pdf?id=aHK-onEhYRg,83.pdf
84,84,Accommodating Picky Customers: Regret Bound and Exploration Complexity for Multi-Objective Reinforcement Learning,nips.cc/media/neurips-2021/Slides/27967.pdf,openreview.net/pdf?id=xdk17QJpf5q,84.pdf
85,85,MagNet: A Neural Network for Directed Graphs,nips.cc/media/neurips-2021/Slides/26382.pdf,openreview.net/pdf?id=TRDAFiwDq8A,85.pdf
86,86,AugMax: Adversarial Composition of Random Augmentations for Robust Training,nips.cc/media/neurips-2021/Slides/26387_SpxnbZ9.pdf,openreview.net/pdf?id=P5MtdcVdFZ4,86.pdf
87,87,Densely connected normalizing flows,nips.cc/media/neurips-2021/Slides/28026.pdf,openreview.net/pdf?id=JNSwviqJhS,87.pdf
88,88,Multi-Person 3D Motion Prediction with Multi-Range Transformers,nips.cc/media/neurips-2021/Slides/26050.pdf,openreview.net/pdf?id=gCaaFNvjfpPe,88.pdf
89,89,When Expressivity Meets Trainability: Fewer than $n$ Neurons Can Work,nips.cc/media/neurips-2021/Slides/33025.pdf,openreview.net/pdf?id=K_MD-PMTLtA,89.pdf
90,90,Self-Supervised Multi-Object Tracking with Cross-input Consistency,nips.cc/media/neurips-2021/Slides/28338.pdf,openreview.net/pdf?id=Vc2SXubOUuf,90.pdf
91,91,UniDoc: Unified Pretraining Framework for Document Understanding,nips.cc/media/neurips-2021/Slides/28496.pdf,openreview.net/pdf?id=UMcd6l1msUK,91.pdf
92,92,CSDI: Conditional Score-based Diffusion Models for Probabilistic Time Series Imputation,nips.cc/media/neurips-2021/Slides/26846.pdf,openreview.net/pdf?id=VzuIzbRDrum,92.pdf
93,93,Predicting Event Memorability from Contextual Visual Semantics,nips.cc/media/neurips-2021/Slides/27731.pdf,openreview.net/pdf?id=luWTh5Q63e,93.pdf
94,94,Weighted model estimation for offline model-based reinforcement learning,nips.cc/media/neurips-2021/Slides/26612_tPSdCkT.pdf,openreview.net/pdf?id=zdC5eXljMPy,94.pdf
95,95,Do Transformers Really Perform Badly for Graph Representation?,nips.cc/media/neurips-2021/Slides/27679_XmkCZkZ.pdf,openreview.net/pdf?id=OeWooOxFwDa,95.pdf
96,96,Transfer Learning of Graph Neural Networks with Ego-graph Information Maximization,nips.cc/media/neurips-2021/Slides/26736.pdf,openreview.net/pdf?id=CzVPfeqPOBu,96.pdf
97,97,Exponential Graph is Provably Efficient for Decentralized Deep Training,nips.cc/media/neurips-2021/Slides/27137.pdf,openreview.net/pdf?id=l2UWXn5iBQI,97.pdf
98,98,Shift-Robust GNNs: Overcoming the Limitations of Localized Graph Training data,nips.cc/media/neurips-2021/Slides/26721.pdf,openreview.net/pdf?id=uY-XMIbyXec,98.pdf
99,99,Understanding the Effect of Stochasticity in Policy Optimization,nips.cc/media/neurips-2021/Slides/26273.pdf,openreview.net/pdf?id=oAog3W9w6R,99.pdf
100,100,Improved Transformer for High-Resolution GANs,nips.cc/media/neurips-2021/Slides/26771.pdf,openreview.net/pdf?id=zmbiQmdtg9,100.pdf
101,101,Imitating Deep Learning Dynamics via  Locally Elastic Stochastic Differential Equations,nips.cc/media/neurips-2021/Slides/27047.pdf,openreview.net/pdf?id=zEuLFJCRk4X,101.pdf
102,102,Deceive D: Adaptive Pseudo Augmentation for GAN Training with Limited Data,nips.cc/media/neurips-2021/Slides/27384.pdf,openreview.net/pdf?id=spjlJ4jeM_,102.pdf
103,103,Self-Diagnosing GAN: Diagnosing Underrepresented Samples in Generative Adversarial Networks,nips.cc/media/neurips-2021/Slides/28142.pdf,openreview.net/pdf?id=SGZn06ZXcG,103.pdf
104,104,On Pathologies in KL-Regularized Reinforcement Learning from Expert Demonstrations,nips.cc/media/neurips-2021/Slides/26404.pdf,openreview.net/pdf?id=sS8rRmgAatA,104.pdf
105,105,Better Safe Than Sorry: Preventing Delusive Adversaries with Adversarial Training,nips.cc/media/neurips-2021/Slides/27598_n5Lv3r6.pdf,openreview.net/pdf?id=I39u89067j,105.pdf
106,106,Conservative Data Sharing for Multi-Task Offline Reinforcement Learning,nips.cc/media/neurips-2021/Slides/26523.pdf,openreview.net/pdf?id=YxxzNLfXBz,106.pdf
107,107,AC-GC: Lossy Activation Compression with Guaranteed Convergence,nips.cc/media/neurips-2021/Slides/26922.pdf,openreview.net/pdf?id=MwFdqFRxIF0,107.pdf
108,108,Amortized Variational Inference for Simple Hierarchical Models,nips.cc/media/neurips-2021/Slides/27789.pdf,openreview.net/pdf?id=Rw_fo_Z2vV,108.pdf
109,109,Co-Adaptation of Algorithmic and Implementational Innovations in Inference-based Deep Reinforcement Learning,nips.cc/media/neurips-2021/Slides/28472.pdf,openreview.net/pdf?id=vLyI__SoeAe,109.pdf
110,110,Pareto-Optimal Learning-Augmented Algorithms for Online Conversion Problems,nips.cc/media/neurips-2021/Slides/27958.pdf,openreview.net/pdf?id=ycmcCSoNBx8,110.pdf
111,111,The Emergence of Objectness: Learning Zero-shot Segmentation from Videos,nips.cc/media/neurips-2021/Slides/27567_aOltIJM.pdf,openreview.net/pdf?id=grfI7Rnv5P,111.pdf
112,112,Symbolic Regression via Deep Reinforcement Learning Enhanced Genetic Programming Seeding,nips.cc/media/neurips-2021/Slides/28513.pdf,openreview.net/pdf?id=tjwQaOI9tdy,112.pdf
113,113,Provably Efficient Reinforcement Learning with Linear Function Approximation under Adaptivity Constraints,nips.cc/media/neurips-2021/Slides/28052.pdf,openreview.net/pdf?id=vYZmTEDFoqP,113.pdf
114,114,Fine-grained Generalization Analysis of Inductive Matrix Completion,nips.cc/media/neurips-2021/Slides/27322.pdf,openreview.net/pdf?id=lDzLzhUIwBq,114.pdf
115,115,Choose a Transformer: Fourier or Galerkin,nips.cc/media/neurips-2021/Slides/27535.pdf,openreview.net/pdf?id=ssohLcmn4-r,115.pdf
116,116,Flow Network based Generative Models for Non-Iterative Diverse Candidate Generation,nips.cc/media/neurips-2021/Slides/26729.pdf,openreview.net/pdf?id=Arn2E4IRjEB,116.pdf
117,117,Goal-Aware Cross-Entropy for Multi-Target Reinforcement Learning,nips.cc/media/neurips-2021/Slides/27451.pdf,openreview.net/pdf?id=bsGr_8zmRos,117.pdf
118,118,Representer Point Selection via Local Jacobian Expansion for Post-hoc Classifier Explanation of Deep Neural Networks and Ensemble Models,nips.cc/media/neurips-2021/Slides/27007.pdf,openreview.net/pdf?id=Wl32WBZnSP4,118.pdf
119,119,Excess Capacity and Backdoor Poisoning,nips.cc/media/neurips-2021/Slides/27331.pdf,openreview.net/pdf?id=8kk8a_zvWua,119.pdf
120,120,Regularized Frank-Wolfe for Dense CRFs: Generalizing Mean Field and Beyond,nips.cc/media/neurips-2021/Slides/26419.pdf,openreview.net/pdf?id=lI2To0NGe3Q,120.pdf
121,121,Integrating Expert ODEs into Neural ODEs: Pharmacology and Disease Progression,nips.cc/media/neurips-2021/Slides/26125.pdf,openreview.net/pdf?id=dDcs_iSZze5,121.pdf
122,122,SAPE: Spatially-Adaptive Progressive Encoding for Neural Optimization,nips.cc/media/neurips-2021/Slides/26161.pdf,openreview.net/pdf?id=0wqGMmfqBw,122.pdf
123,123,BCORLE($\lambda$): An Offline Reinforcement Learning and Evaluation Framework for Coupons Allocation in E-commerce Market,nips.cc/media/neurips-2021/Slides/26101.pdf,openreview.net/pdf?id=9dYr4pFCLIW,123.pdf
124,124,Robust Inverse Reinforcement Learning under Transition Dynamics Mismatch,nips.cc/media/neurips-2021/Slides/27427.pdf,openreview.net/pdf?id=t8HduwpoQQv,124.pdf
125,125,Invertible Tabular GANs: Killing Two Birds with One Stone for Tabular Data Synthesis,nips.cc/media/neurips-2021/Slides/27157.pdf,openreview.net/pdf?id=tvDBe6K8L5o,125.pdf
126,126,Video Instance Segmentation using Inter-Frame Communication Transformers,nips.cc/media/neurips-2021/Slides/27805.pdf,openreview.net/pdf?id=pvjfA4wogD6,126.pdf
127,127,Uncertainty Quantification and Deep Ensembles,nips.cc/media/neurips-2021/Slides/27586.pdf,openreview.net/pdf?id=wg_kD_nyAF,127.pdf
128,128,A Framework to Learn with Interpretation,nips.cc/media/neurips-2021/Slides/30495.pdf,proceedings.neurips.cc/paper/2021/file/cbb6a3b884f4f88b3a8e3d44c636cbd8-Paper.pdf,128.pdf
129,129,Generalization Error Rates in Kernel Regression: The Crossover from the Noiseless to Noisy Regime,nips.cc/media/neurips-2021/Slides/27554_GDlkPlf.pdf,openreview.net/pdf?id=Da_EHrAcfwd,129.pdf
130,130,Learning to Iteratively Solve Routing Problems with Dual-Aspect Collaborative Transformer,nips.cc/media/neurips-2021/Slides/25973.pdf,openreview.net/pdf?id=63pC59XOZLZ,130.pdf
131,131,Neural Relightable Participating Media Rendering,nips.cc/media/neurips-2021/Slides/26783.pdf,openreview.net/pdf?id=lkYOOQIcC0L,131.pdf
132,132,Self-Supervised Representation Learning on Neural Network Weights for Model Characteristic Prediction,nips.cc/media/neurips-2021/Slides/27428.pdf,openreview.net/pdf?id=F1D8buayXQT,132.pdf
133,133,Pruning Randomly Initialized Neural Networks with Iterative Randomization,nips.cc/media/neurips-2021/Slides/27593.pdf,openreview.net/pdf?id=QCPY2eMXYs,133.pdf
134,134,Exploiting Domain-Specific Features to Enhance Domain Generalization,nips.cc/media/neurips-2021/Slides/27747.pdf,openreview.net/pdf?id=vKxFYApxBjr,134.pdf
135,135,Learning to Generate Realistic Noisy Images via Pixel-level Noise-aware  Adversarial Training,nips.cc/media/neurips-2021/Slides/27589.pdf,openreview.net/pdf?id=Wua2zjxJdYo,135.pdf
136,136,Neighborhood Reconstructing Autoencoders,nips.cc/media/neurips-2021/Slides/27723.pdf,openreview.net/pdf?id=_kaH2bAI3O,136.pdf
137,137,3D Pose Transfer with Correspondence Learning and Mesh Refinement,nips.cc/media/neurips-2021/Slides/27621_MsCPblG.pdf,openreview.net/pdf?id=fG01Z_unHC,137.pdf
138,138,Learning Collaborative Policies to Solve NP-hard Routing Problems,nips.cc/media/neurips-2021/Slides/27643_hvjXdxT.pdf,openreview.net/pdf?id=pDgN3l3EAF,138.pdf
139,139,Compacter: Efficient Low-Rank Hypercomplex Adapter Layers,nips.cc/media/neurips-2021/Slides/27655_ftSKIKm.pdf,openreview.net/pdf?id=bqGK5PyI6-N,139.pdf
140,140,Towards Better Understanding of Training Certifiably Robust Models against Adversarial Examples,nips.cc/media/neurips-2021/Slides/26088.pdf,openreview.net/pdf?id=b18Az57ioHn,140.pdf
141,141,Convex-Concave Min-Max Stackelberg Games,nips.cc/media/neurips-2021/Slides/26703_zzhBW6U.pdf,openreview.net/pdf?id=gaftyBQ4Lu,141.pdf
142,142,IQ-Learn: Inverse soft-Q Learning for Imitation,nips.cc/media/neurips-2021/Slides/26537.pdf,openreview.net/pdf?id=Aeo-xqtb5p,142.pdf
143,143,Policy Learning Using Weak Supervision,nips.cc/media/neurips-2021/Slides/27948.pdf,openreview.net/pdf?id=UZgQhsTYe3R,143.pdf
144,144,Learning on Random Balls is Sufficient for Estimating (Some) Graph Parameters,nips.cc/media/neurips-2021/Slides/27448.pdf,openreview.net/pdf?id=Tbq5fYViJzm,144.pdf
145,145,Accurately Solving Rod Dynamics with Graph Learning,nips.cc/media/neurips-2021/Slides/28850.pdf,openreview.net/pdf?id=r2uzPR4AYo,145.pdf
146,146,Scalable Rule-Based Representation Learning for Interpretable Classification,nips.cc/media/neurips-2021/Slides/28813.pdf,openreview.net/pdf?id=q_fMLfwTAJY,146.pdf
147,147,RETRIEVE: Coreset Selection for Efficient and Robust Semi-Supervised Learning,nips.cc/media/neurips-2021/Slides/26930.pdf,openreview.net/pdf?id=jSz59N8NvUP,147.pdf
148,148,Ising Model Selection Using $\ell_{1}$-Regularized Linear Regression: A Statistical Mechanics Analysis,nips.cc/media/neurips-2021/Slides/28748.pdf,openreview.net/pdf?id=yTXtUSV-gk4,148.pdf
149,149,Bridging Non Co-occurrence with Unlabeled In-the-wild Data for Incremental Object Detection,nips.cc/media/neurips-2021/Slides/28731.pdf,openreview.net/pdf?id=1dcGJjvwl2h,149.pdf
150,150,Vector-valued Distance and Gyrocalculus on the Space of Symmetric Positive Definite Matrices,nips.cc/media/neurips-2021/Slides/28702.pdf,openreview.net/pdf?id=9uXILaIam0,150.pdf
151,151,Credit Assignment in Neural Networks through Deep Feedback Control,nips.cc/media/neurips-2021/Slides/27615.pdf,openreview.net/pdf?id=REXvo_lsQS9,151.pdf
152,152,Learning from Inside: Self-driven Siamese Sampling and Reasoning for Video Question Answering,nips.cc/media/neurips-2021/Slides/28659_kPlaiiX.pdf,openreview.net/pdf?id=lDVeaQIScg,152.pdf
153,153,Linear Convergence of Gradient Methods for Estimating Structured Transition Matrices in High-dimensional Vector Autoregressive Models,nips.cc/media/neurips-2021/Slides/28633.pdf,openreview.net/pdf?id=dsevgAwUH4m,153.pdf
