,titles,slides,papers
30,Versatile Multi-stage Graph Neural Network for Circuit Representation,nips.cc/media/neurips-2022/Slides/55208.pdf,openreview.net/pdf?id=nax3ATLrovW
31,S-Prompts Learning with Pre-trained Transformers: An Occam’s Razor for Domain Incremental Learning,nips.cc/media/neurips-2022/Slides/55432.pdf,openreview.net/pdf?id=ZVe_WeMold
32,A Unified Hard-Constraint Framework for Solving Geometrically Complex PDEs,nips.cc/media/neurips-2022/Slides/53220.pdf,openreview.net/pdf?id=GNt5ntEGjD3
33,Revisiting Graph Contrastive Learning from the Perspective of Graph Spectrum,nips.cc/media/neurips-2022/Slides/54317.pdf,openreview.net/pdf?id=L0U7TUWRt_X
34,Deliberated Domain Bridging for Domain Adaptive Semantic Segmentation,nips.cc/media/neurips-2022/Slides/55333.pdf,openreview.net/pdf?id=ievxJqXwPCm
35,Stochastic Window Transformer for Image Restoration,nips.cc/media/neurips-2022/Slides/55280.pdf,openreview.net/pdf?id=0ucMtEKCihU
36,Exploring Figure-Ground Assignment Mechanism in Perceptual Organization,nips.cc/media/neurips-2022/Slides/54817.pdf,openreview.net/pdf?id=c3HrNgQE7d
37,Towards Lightweight Black-Box Attack Against Deep Neural Networks,nips.cc/media/neurips-2022/Slides/55363.pdf,openreview.net/pdf?id=Gpqqm4p91Ez
38,FOF: Learning Fourier Occupancy Field for Monocular Real-time Human Reconstruction,nips.cc/media/neurips-2022/Slides/54834.pdf,openreview.net/pdf?id=qtQ9thon9fV
39,Leveraging Inter-Layer Dependency for Post -Training Quantization,nips.cc/media/neurips-2022/Slides/54389.pdf,openreview.net/pdf?id=L7n7BPTVAr3
40,Tensor Wheel Decomposition and Its Tensor Completion Application,nips.cc/media/neurips-2022/Slides/55368.pdf,openreview.net/pdf?id=Ag3ycrdh6n
41,Coded Residual Transform for Generalizable Deep Metric Learning,nips.cc/media/neurips-2022/Slides/55431_W5LsqD1.pdf,openreview.net/pdf?id=AlgbeSuE1lx
42,Decoupling Classifier for Boosting Few-shot Object Detection and Instance Segmentation,nips.cc/media/neurips-2022/Slides/55372_kHEysnz.pdf,openreview.net/pdf?id=dVXO3Orjmxk
43,BEVFusion: A Simple and Robust LiDAR-Camera Fusion Framework,nips.cc/media/neurips-2022/Slides/55002.pdf,openreview.net/pdf?id=zzDrPqn57DL
44,Improved Utility Analysis of Private CountSketch,nips.cc/media/neurips-2022/Slides/54597.pdf,openreview.net/pdf?id=XFCirHGr4Cs
45,"""Lossless"" Compression of Deep Neural Networks: A High-dimensional Neural Tangent Kernel Approach",nips.cc/media/neurips-2022/Slides/55429.pdf,openreview.net/pdf?id=NaW6T93F34m
46,Collaborative Learning by Detecting Collaboration Partners,nips.cc/media/neurips-2022/Slides/53494.pdf,openreview.net/pdf?id=fkiFqG-muu
47,GAR: Generalized Autoregression for Multi-Fidelity Fusion,nips.cc/media/neurips-2022/Slides/55046_uubcAyK.pdf,openreview.net/pdf?id=aLNWp0pn1Ij
48,Meta-Reward-Net: Implicitly Differentiable Reward Learning for Preference-based Reinforcement Learning,nips.cc/media/neurips-2022/Slides/53089.pdf,openreview.net/pdf?id=OZKBReUF-wX
49,Fixed-Distance Hamiltonian Monte Carlo,nips.cc/media/neurips-2022/Slides/54829_El7L7P0.pdf,openreview.net/pdf?id=Fytzfxj3Bq7
50,DARE: Disentanglement-Augmented Rationale Extraction,nips.cc/media/neurips-2022/Slides/53560.pdf,openreview.net/pdf?id=6OhjECfqt2
51,Empirical Phase Diagram for Three-layer Neural Networks with Infinite Width,nips.cc/media/neurips-2022/Slides/53562.pdf,openreview.net/pdf?id=ZgWT_u19Ue5
52,Efficient Knowledge Distillation from Model Checkpoints,nips.cc/media/neurips-2022/Slides/55373.pdf,openreview.net/pdf?id=0ltDq6SjrfW
53,A Unified Model for Multi-class Anomaly Detection,nips.cc/media/neurips-2022/Slides/55070_jaX8GKu.pdf,openreview.net/pdf?id=bMYU8_qD8PW
54,Combining Explicit and Implicit Regularization for Efficient Learning in Deep Networks,nips.cc/media/neurips-2022/Slides/52871.pdf,openreview.net/pdf?id=sADLRl2STMe
55,Concentration of Data Encoding in Parameterized Quantum Circuits,nips.cc/media/neurips-2022/Slides/53515.pdf,openreview.net/pdf?id=XlIUm7Obm6
56,Decision-based Black-box Attack Against Vision Transformers via Patch-wise Adversarial Removal,nips.cc/media/neurips-2022/Slides/53811.pdf,openreview.net/pdf?id=CwQCeJnteii
57,TaiSu: A 166M Large-scale High-Quality Dataset for Chinese Vision-Language Pre-training,nips.cc/media/neurips-2022/Slides/55714.pdf,openreview.net/pdf?id=iAxH-ikIP0I
58,Can Adversarial Training Be Manipulated By Non-Robust Features?,nips.cc/media/neurips-2022/Slides/52949_kmYM0nz.pdf,openreview.net/pdf?id=TVlKuUk-uj9
59,On Batch Teaching with Sample Complexity Bounded by VCD,nips.cc/media/neurips-2022/Slides/54015.pdf,openreview.net/pdf?id=wKf5dRSartn
60,Approximate Secular Equations for the Cubic Regularization Subproblem,nips.cc/media/neurips-2022/Slides/55185.pdf,openreview.net/pdf?id=XrECTbqRCfX
61,Let Images Give You More: Point Cloud Cross-Modal Training for Shape Analysis,nips.cc/media/neurips-2022/Slides/55376_ytrawcB.pdf,openreview.net/pdf?id=1qXIyIxLbEu
62,METS-CoV: A Dataset of Medical Entity and Targeted Sentiment on COVID-19 Related Tweets,nips.cc/media/neurips-2022/Slides/55656.pdf,openreview.net/pdf?id=GP1Ncd8nTgn
63,"Generative Time Series Forecasting with Diffusion, Denoise, and Disentanglement",nips.cc/media/neurips-2022/Slides/53118.pdf,openreview.net/pdf?id=rG0jm74xtx
64,RORL: Robust Offline Reinforcement Learning via Conservative Smoothing,nips.cc/media/neurips-2022/Slides/53767.pdf,openreview.net/pdf?id=_QzJJGH_KE
65,Quasi-Newton Methods for Saddle Point Problems,nips.cc/media/neurips-2022/Slides/54327.pdf,openreview.net/pdf?id=pELM0QgWIjn
66,A Unified Evaluation of Textual Backdoor Learning: Frameworks and Benchmarks,nips.cc/media/neurips-2022/Slides/55741.pdf,openreview.net/pdf?id=k3462dQtQhg
67,Generalizing Consistent Multi-Class Classification with Rejection to be Compatible with Arbitrary Losses,nips.cc/media/neurips-2022/Slides/53230_zztwPs5.pdf,openreview.net/pdf?id=DwHIcEyias
68,Stimulative Training of Residual Networks: A Social Psychology Perspective of Loafing,nips.cc/media/neurips-2022/Slides/54310.pdf,openreview.net/pdf?id=NpeHeIkbfYU
69,MVP-N: A Dataset and Benchmark for Real-World Multi-View Object Classification,nips.cc/media/neurips-2022/Slides/55675.pdf,openreview.net/pdf?id=HYELrdRdJI
70,Provable General Function Class Representation Learning in Multitask Bandits and MDP,nips.cc/media/neurips-2022/Slides/54246.pdf,openreview.net/pdf?id=-uxUxmlr3qT
71,HyperMiner: Topic Taxonomy Mining with Hyperbolic Embedding,nips.cc/media/neurips-2022/Slides/54433.pdf,openreview.net/pdf?id=ITqTRTJ-nAg
72,Zero-Shot 3D Drug Design by Sketching and Generating,nips.cc/media/neurips-2022/Slides/54457.pdf,openreview.net/pdf?id=H_xAgRM7I5N
73,Knowledge-Aware Bayesian Deep Topic Model,nips.cc/media/neurips-2022/Slides/53544.pdf,openreview.net/pdf?id=N2AGw9s-wvX
74,Learning Substructure Invariance for Out-of-Distribution Molecular Representations,nips.cc/media/neurips-2022/Slides/55440.pdf,openreview.net/pdf?id=2nWUNTnFijm
75,Learning Causally Invariant Representations for Out-of-Distribution Generalization on Graphs,nips.cc/media/neurips-2022/Slides/54643.pdf,openreview.net/pdf?id=A6AFK_JwrIW
76,Parameter-free Dynamic Graph Embedding for Link Prediction,nips.cc/media/neurips-2022/Slides/54304.pdf,openreview.net/pdf?id=215KQFiU65l
77,Perturbation Learning Based Anomaly Detection,nips.cc/media/neurips-2022/Slides/54593.pdf,openreview.net/pdf?id=-Xdts90bWZ3
78,Learning Generalizable Models for Vehicle Routing Problems via Knowledge Distillation,nips.cc/media/neurips-2022/Slides/53726.pdf,openreview.net/pdf?id=sOVNpUEgKMp
79,SoftPatch: Unsupervised Anomaly Detection with Noisy Data,nips.cc/media/neurips-2022/Slides/53707.pdf,openreview.net/pdf?id=pIYYJflkhZ
80,DropCov: A Simple yet Effective Method for Improving Deep Architectures,nips.cc/media/neurips-2022/Slides/55184.pdf,openreview.net/pdf?id=QLGuUwDx4S
81,Neural Surface Reconstruction of Dynamic Scenes with Monocular RGB-D Camera,nips.cc/media/neurips-2022/Slides/55020_W1w8CIR.pdf,openreview.net/pdf?id=8RKJj1YDBJT
82,Combinatorial Bandits with Linear Constraints: Beyond Knapsacks and Fairness,nips.cc/media/neurips-2022/Slides/53508.pdf,openreview.net/pdf?id=F5TbbyTgbC
83,Unsupervised Domain Adaptation for Semantic Segmentation using Depth Distribution,nips.cc/media/neurips-2022/Slides/54203.pdf,openreview.net/pdf?id=SLA4t66xln9
84,An Investigation into Whitening Loss for Self-supervised Learning,nips.cc/media/neurips-2022/Slides/54830.pdf,openreview.net/pdf?id=BbUxkmrstyk
85,Cross Aggregation Transformer for Image Restoration,nips.cc/media/neurips-2022/Slides/55335.pdf,openreview.net/pdf?id=wQ2QNNP8GtM
86,Improving Barely Supervised Learning by Discriminating Unlabeled Samples with Super-Class,nips.cc/media/neurips-2022/Slides/54238.pdf,openreview.net/pdf?id=Nlsr4DepNt
87,Self-Supervised Image Restoration with Blurry and Noisy Pairs,nips.cc/media/neurips-2022/Slides/54989.pdf,openreview.net/pdf?id=lkrnoLxX1Do
88,Self-supervised Heterogeneous Graph Pre-training Based on Structural Clustering,nips.cc/media/neurips-2022/Slides/54584.pdf,openreview.net/pdf?id=fBU4qsM6Fkf
89,Self-explaining deep models with logic rule reasoning,nips.cc/media/neurips-2022/Slides/54376.pdf,openreview.net/pdf?id=8SY8ete3zu
90,Learning Neural Set Functions Under the Optimal Subset Oracle,nips.cc/media/neurips-2022/Slides/54333_NwPxNtj.pdf,openreview.net/pdf?id=GXOC0zL0ZI
91,Mask-based Latent Reconstruction for Reinforcement Learning,nips.cc/media/neurips-2022/Slides/54345.pdf,openreview.net/pdf?id=-zlJOVc580
92,CodeRL: Mastering Code Generation through Pretrained Models and Deep Reinforcement Learning,nips.cc/media/neurips-2022/Slides/53512.pdf,openreview.net/pdf?id=WaGvb7OzySA
93,VideoMAE: Masked Autoencoders are Data-Efficient Learners for Self-Supervised Video Pre-Training,nips.cc/media/neurips-2022/Slides/54362.pdf,openreview.net/pdf?id=AhccnBXSne
94,Controllable 3D Face Synthesis with Conditional Generative Occupancy Fields,nips.cc/media/neurips-2022/Slides/55268.pdf,openreview.net/pdf?id=Qq-ge2k8uml
95,Structured Energy Network As a Loss,nips.cc/media/neurips-2022/Slides/54232.pdf,openreview.net/pdf?id=F0DowhX7_x
96,Interpreting Operation Selection in Differentiable Architecture Search: A Perspective from Influence-Directed Explanations,nips.cc/media/neurips-2022/Slides/53939.pdf,openreview.net/pdf?id=MPARWTuMiPh
97,CoupAlign: Coupling Word-Pixel with Sentence-Mask Alignments for Referring Image Segmentation,nips.cc/media/neurips-2022/Slides/54894_kp22HTL.pdf,openreview.net/pdf?id=5L-wxm0YLcZ
98,Recommender Forest for Efficient Retrieval,nips.cc/media/neurips-2022/Slides/54988.pdf,openreview.net/pdf?id=Yc4MjP2Mnob
99,Label Noise in Adversarial Training: A Novel Perspective to Study Robust Overfitting,nips.cc/media/neurips-2022/Slides/53516.pdf,openreview.net/pdf?id=9_O9mTLYJQp
100,Non-Linear Coordination Graphs,nips.cc/media/neurips-2022/Slides/54644.pdf,openreview.net/pdf?id=OcNoF7qA4t
101,Convergence beyond the over-parameterized regime using Rayleigh quotients,nips.cc/media/neurips-2022/Slides/54755_hbu7HcE.pdf,openreview.net/pdf?id=pl279jU4GOu
102,"Mirror Descent with Relative Smoothness in Measure Spaces, with application to Sinkhorn and EM",nips.cc/media/neurips-2022/Slides/54912.pdf,openreview.net/pdf?id=kCU2pUrmMih
103,On Sample Optimality in Personalized Collaborative and Federated Learning,nips.cc/media/neurips-2022/Slides/53344.pdf,openreview.net/pdf?id=7EP90NMAoK
104,SecureFedYJ: a safe feature Gaussianization protocol for Federated Learning,nips.cc/media/neurips-2022/Slides/54828.pdf,openreview.net/pdf?id=25XIE30VHZE
105,A Unified Framework for Deep Symbolic Regression,nips.cc/media/neurips-2022/Slides/52836.pdf,openreview.net/pdf?id=2FNnBhwJsHK
106,CARD: Classification and Regression Diffusion Models,nips.cc/media/neurips-2022/Slides/52972_EElHuLb.pdf,openreview.net/pdf?id=4L2zYEJ9d_
107,Micro and Macro Level Graph Modeling for Graph Variational Auto-Encoders,nips.cc/media/neurips-2022/Slides/54493_TeSM28C.pdf,openreview.net/pdf?id=zUbMHIxszNp
108,Template based Graph Neural Network with Optimal Transport Distances,nips.cc/media/neurips-2022/Slides/53079.pdf,openreview.net/pdf?id=seYcx6CqPe
109,A composable machine-learning approach for steady-state simulations on high-resolution grids,nips.cc/media/neurips-2022/Slides/53307.pdf,openreview.net/pdf?id=jvFTMD5QTq
110,SoteriaFL: A Unified Framework for Private Federated Learning with Communication Compression,nips.cc/media/neurips-2022/Slides/53166.pdf,openreview.net/pdf?id=tz1PRT6lfLe
111,A Unified Analysis of Mixed Sample Data Augmentation: A Loss Function Perspective,nips.cc/media/neurips-2022/Slides/55229.pdf,openreview.net/pdf?id=SLdfxFdIFeN
112,Text Classification with Born's Rule,nips.cc/media/neurips-2022/Slides/54723.pdf,openreview.net/pdf?id=sNcn-E3uPHA
113,UQGAN: A Unified Model for Uncertainty Quantification of Deep Classifiers trained via Conditional GANs,nips.cc/media/neurips-2022/Slides/54777.pdf,openreview.net/pdf?id=djOANbV2zSu
114,EcoFormer: Energy-Saving Attention with Linear Complexity,nips.cc/media/neurips-2022/Slides/55418_OFny4O0.pdf,openreview.net/pdf?id=MK_130d4Y0
115,Global Convergence and Stability of Stochastic Gradient Descent,nips.cc/media/neurips-2022/Slides/54690.pdf,openreview.net/pdf?id=sBrS3M5lT2w
116,Efficient Risk-Averse Reinforcement Learning,nips.cc/media/neurips-2022/Slides/54925.pdf,openreview.net/pdf?id=LdAxczs3m0
117,WeightedSHAP: analyzing and improving Shapley based feature attributions,nips.cc/media/neurips-2022/Slides/54027.pdf,openreview.net/pdf?id=PRsjhKIrVg
118,A Unified Framework for Alternating Offline Model Training and Policy Learning,nips.cc/media/neurips-2022/Slides/52879.pdf,openreview.net/pdf?id=5yjM1sQ1uKZ
119,Adversarial training for high-stakes reliability,nips.cc/media/neurips-2022/Slides/52876.pdf,openreview.net/pdf?id=NtJyGXo0nF
120,C2FAR: Coarse-to-Fine Autoregressive Networks for Precise Probabilistic Forecasting,nips.cc/media/neurips-2022/Slides/53883.pdf,openreview.net/pdf?id=lHuPdoHBxbg
121,SGAM: Building a Virtual 3D World through Simultaneous Generation and Mapping,nips.cc/media/neurips-2022/Slides/55439.pdf,openreview.net/pdf?id=17KCLTbRymw
122,Evaluating Latent Space Robustness and Uncertainty of EEG-ML Models under Realistic Distribution Shifts,nips.cc/media/neurips-2022/Slides/52788.pdf,openreview.net/pdf?id=KRk0lBRPpOC
123,Learning Probabilistic Models from Generator Latent Spaces with Hat EBM,nips.cc/media/neurips-2022/Slides/52864.pdf,openreview.net/pdf?id=AluQNIIb_Zy
124,Deep Generalized Schrödinger Bridge,nips.cc/media/neurips-2022/Slides/54873.pdf,openreview.net/pdf?id=fp33Nsh0O5
125,NSNet: A General Neural Probabilistic Framework for Satisfiability Problems,nips.cc/media/neurips-2022/Slides/53766.pdf,openreview.net/pdf?id=f-FQE1fjPK
126,Matryoshka Representation Learning,nips.cc/media/neurips-2022/Slides/55321.pdf,openreview.net/pdf?id=9njZa1fm35
127,Listen to Interpret: Post-hoc Interpretability for Audio Networks with NMF,nips.cc/media/neurips-2022/Slides/54064.pdf,openreview.net/pdf?id=FhuM-kk8Pbk
128,Distilling Representations from GAN Generator via Squeeze and Span,nips.cc/media/neurips-2022/Slides/53433.pdf,openreview.net/pdf?id=_P4JCoz83Mb
129,Q-ViT: Accurate and Fully Quantized Low-bit Vision Transformer,nips.cc/media/neurips-2022/Slides/55349.pdf,openreview.net/pdf?id=fU-m9kQe0ke
130,General Cutting Planes for Bound-Propagation-Based Neural Network Verification,nips.cc/media/neurips-2022/Slides/53350.pdf,openreview.net/pdf?id=5haAJAcofjc
131,Single Loop Gaussian Homotopy Method for Non-convex Optimization,nips.cc/media/neurips-2022/Slides/53549_XLjvS0q.pdf,openreview.net/pdf?id=Xm0976LQTn_
132,Unsupervised Object Representation Learning using Translation and Rotation Group Equivariant VAE,nips.cc/media/neurips-2022/Slides/53250.pdf,openreview.net/pdf?id=qmm__jMjMlL
133,Adversarial Attack on Attackers: Post-Process to Mitigate Black-Box Score-Based Query Attacks,nips.cc/media/neurips-2022/Slides/54907.pdf,openreview.net/pdf?id=7hhH95QKKDX
134,Operator Splitting Value Iteration,nips.cc/media/neurips-2022/Slides/53094.pdf,openreview.net/pdf?id=VeXBywV9FV
135,Distributed Inverse Constrained Reinforcement Learning for Multi-agent Systems,nips.cc/media/neurips-2022/Slides/54135_CKvjjiI.pdf,openreview.net/pdf?id=2Tv54LpM9cK
136,Multi-agent Dynamic Algorithm Configuration,nips.cc/media/neurips-2022/Slides/53210.pdf,openreview.net/pdf?id=h3jZCLjhtmV
137,A Theory of PAC Learnability under Transformation Invariances,nips.cc/media/neurips-2022/Slides/53735.pdf,openreview.net/pdf?id=l1WlfNaRkKw
138,Depth is More Powerful than Width with Prediction Concatenation in Deep Forest,nips.cc/media/neurips-2022/Slides/54559.pdf,openreview.net/pdf?id=sL7XH6-V21e
139,Better Best of Both Worlds Bounds for Bandits with Switching Costs,nips.cc/media/neurips-2022/Slides/53252.pdf,openreview.net/pdf?id=ZE4lUw2iGcZ
140,Society of Agents: Regret Bounds of Concurrent Thompson Sampling,nips.cc/media/neurips-2022/Slides/52977_my9SzwI.pdf,openreview.net/pdf?id=U2s1GFDDihU
141,Empirical Gateaux Derivatives for Causal Inference,nips.cc/media/neurips-2022/Slides/52809.pdf,openreview.net/pdf?id=8gUjpEsLCU
142,The Hessian Screening Rule,nips.cc/media/neurips-2022/Slides/53448.pdf,openreview.net/pdf?id=IpBjWtJp40j
143,Fast Neural Kernel Embeddings for General Activations,nips.cc/media/neurips-2022/Slides/52791.pdf,openreview.net/pdf?id=yLilJ1vZgMe
144,Understanding Deep Contrastive Learning via Coordinate-wise Optimization,nips.cc/media/neurips-2022/Slides/53174.pdf,openreview.net/pdf?id=LP0malvd4x
145,Sparse Hypergraph Community Detection Thresholds in Stochastic Block Model,nips.cc/media/neurips-2022/Slides/53753_dtWsMI8.pdf,openreview.net/pdf?id=MjaROj4BOwk
146,Theseus: A Library for Differentiable Nonlinear Optimization,nips.cc/media/neurips-2022/Slides/55283.pdf,openreview.net/pdf?id=K48UYo0glaJ
147,S4ND: Modeling Images and Videos as Multidimensional Signals with State Spaces,nips.cc/media/neurips-2022/Slides/52880_hwtxrrK.pdf,openreview.net/pdf?id=5WuQNQwy56M
148,Decoupling Features in Hierarchical Propagation for Video Object Segmentation,nips.cc/media/neurips-2022/Slides/55295.pdf,openreview.net/pdf?id=DgM7-7eMkq0
149,QUARK: Controllable Text Generation with Reinforced Unlearning,nips.cc/media/neurips-2022/Slides/52999.pdf,openreview.net/pdf?id=5HaIds3ux5O
150,"What I Cannot Predict, I Do Not Understand: A Human-Centered Evaluation Framework for Explainability Methods",nips.cc/media/neurips-2022/Slides/55282.pdf,openreview.net/pdf?id=59pMU2xFxG
151,Natural gradient enables fast sampling in spiking neural networks,nips.cc/media/neurips-2022/Slides/55044.pdf,openreview.net/pdf?id=Yopob26XjmL
152,Communication Efficient Federated Learning for Generalized Linear Bandits,nips.cc/media/neurips-2022/Slides/54218.pdf,openreview.net/pdf?id=Xwz9B6LDM5c
153,On Scrambling Phenomena for Randomly Initialized Recurrent Networks,nips.cc/media/neurips-2022/Slides/53909.pdf,openreview.net/pdf?id=k5idxiVdJ3p
154,A Theoretical Understanding of Gradient Bias in Meta-Reinforcement Learning,nips.cc/media/neurips-2022/Slides/54242_cGRAi3d.pdf,openreview.net/pdf?id=p9zeOtKQXKs
155,ActionSense: A Multimodal Dataset and Recording Framework for Human Activities Using Wearable Sensors in a Kitchen Environment,nips.cc/media/neurips-2022/Slides/55638.pdf,openreview.net/pdf?id=olvz0gAdGOX
156,Chartalist: Labeled Graph Datasets for UTXO and Account-based Blockchains,nips.cc/media/neurips-2022/Slides/55744.pdf,openreview.net/pdf?id=10iA3OowAV3
157,WinoGAViL: Gamified Association Benchmark to Challenge Vision-and-Language Models,nips.cc/media/neurips-2022/Slides/55689_tzXbQNY.pdf,openreview.net/pdf?id=aJtVdI251Vv
158,Neural Payoff Machines: Predicting Fair and Stable Payoff Allocations Among Team Members,nips.cc/media/neurips-2022/Slides/52804.pdf,openreview.net/pdf?id=CLMuNJSJfhv
159,Ordered Subgraph Aggregation Networks,nips.cc/media/neurips-2022/Slides/53432.pdf,openreview.net/pdf?id=w0QoqmUT9vJ
160,A Coupled Design of Exploiting Record Similarity for Practical Vertical Federated Learning,nips.cc/media/neurips-2022/Slides/55343.pdf,openreview.net/pdf?id=fiBnhdazkyx
161,Public Wisdom Matters! Discourse-Aware Hyperbolic Fourier Co-Attention for Social Text Classification,nips.cc/media/neurips-2022/Slides/53312.pdf,openreview.net/pdf?id=xbhsFMxORxV
162,DENSE: Data-Free One-Shot Federated Learning,nips.cc/media/neurips-2022/Slides/55081.pdf,openreview.net/pdf?id=QFQoxCFYEkA
163,Searching for Better Spatio-temporal Alignment in Few-Shot Action Recognition,nips.cc/media/neurips-2022/Slides/54626.pdf,openreview.net/pdf?id=IlYS1pLa9y
164,Set-based Meta-Interpolation for  Few-Task Meta-Learning,nips.cc/media/neurips-2022/Slides/54754.pdf,openreview.net/pdf?id=78T4K99jvbE
165,Zero-Shot Video Question Answering via Frozen Bidirectional Language Models,nips.cc/media/neurips-2022/Slides/55419.pdf,openreview.net/pdf?id=9uRS5ysgb9
166,Uncovering the Structural Fairness in Graph Contrastive Learning,nips.cc/media/neurips-2022/Slides/53431.pdf,openreview.net/pdf?id=RJemsN3V_kt
167,AutoMS: Automatic Model Selection for Novelty Detection with Error Rate Control,nips.cc/media/neurips-2022/Slides/55122.pdf,openreview.net/pdf?id=HIslGib8XD
168,GAMA: Generative Adversarial Multi-Object Scene Attacks,nips.cc/media/neurips-2022/Slides/55435.pdf,openreview.net/pdf?id=DRckHIGk8qw
169,Learning Structure from the Ground up---Hierarchical Representation Learning by Chunking,nips.cc/media/neurips-2022/Slides/53517_fBVR6SR.pdf,openreview.net/pdf?id=LceHl9wKmoQ
170,Improving Variational Autoencoders with Density Gap-based Regularization,nips.cc/media/neurips-2022/Slides/54847.pdf,openreview.net/pdf?id=GjWDguPZRmr
